tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,paperless_billing,churn
29,67.82,1966.78,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,No,Yes,No
34,70.61,2400.74,One year,Electronic check,Fiber optic,Yes,No,No,Yes,No,Male,0,No,No,No,No phone service,No,No
36,43.26,1557.36,Month-to-month,Credit card,DSL,No,Yes,No,No,No,Male,0,Yes,No,Yes,No,No,Yes
4,28.0,112.0,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,No,No
25,97.67,2441.75,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,No,Female,0,Yes,No,Yes,Yes,Yes,No
61,32.2,1964.2,Month-to-month,Credit card,DSL,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,No,No,No
3,79.43,238.29,Two year,Credit card,DSL,Yes,No,No,No,No,Female,1,No,No,Yes,No,No,Yes
41,113.64,4659.24,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,Yes,Yes,No
17,107.61,1829.37,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,Yes,No,No
39,47.78,1863.42,Month-to-month,Credit card,DSL,Yes,No,Yes,Yes,No,Male,0,No,Yes,No,No phone service,Yes,No
71,105.14,7464.94,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,Yes,Yes,No
38,20.03,761.14,Month-to-month,Mailed check,DSL,No,No,Yes,No,No,Male,1,No,Yes,Yes,No,No,No
13,21.77,283.01,Month-to-month,Credit card,Fiber optic,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,Yes,No,No
31,80.26,2488.06,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,Yes,Yes,Female,1,No,Yes,Yes,No,Yes,No
50,56.48,2824.0,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,Yes,Yes,No
37,58.65,2170.05,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,No,Yes,Yes,No,No
22,76.44,1681.68,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,No,Male,1,No,Yes,Yes,Yes,Yes,No
62,39.18,2429.16,One year,Bank transfer,DSL,No,No,No,No,Yes,Male,1,No,No,Yes,No,Yes,No
14,41.18,576.52,Month-to-month,Credit card,DSL,No,Yes,No,Yes,Yes,Male,0,No,Yes,Yes,Yes,No,No
24,68.46,1643.04,Month-to-month,Credit card,DSL,Yes,No,Yes,Yes,No,Female,0,No,Yes,No,No phone service,Yes,No
16,95.43,1526.88,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,Yes,Yes
65,81.95,5326.75,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,No,Yes,Yes
52,49.74,2586.48,Two year,Electronic check,DSL,No,Yes,Yes,Yes,No,Male,1,Yes,No,Yes,Yes,Yes,No
50,63.03,3151.5,One year,Mailed check,DSL,No,No,Yes,No,Yes,Female,0,No,Yes,Yes,No,Yes,No
38,37.07,1408.66,Month-to-month,Mailed check,Fiber optic,No,No,Yes,No,Yes,Female,1,Yes,No,Yes,No,Yes,No
50,27.46,1373.0,One year,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,Yes,No,Yes
69,98.27,6780.63,One year,Electronic check,DSL,No,Yes,No,No,Yes,Male,0,Yes,No,Yes,Yes,Yes,No
5,46.54,232.7,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,No,Yes
66,37.78,2493.48,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes,No,No,Yes
6,89.16,534.96,Month-to-month,Credit card,DSL,Yes,No,Yes,No,No,Female,0,No,Yes,Yes,Yes,No,Yes
50,81.81,4090.5,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,No,No
71,83.32,5915.72,One year,Electronic check,DSL,No,Yes,No,Yes,No,Male,1,No,Yes,Yes,No,No,No
41,42.89,1758.49,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,No,No
63,43.26,2725.38,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,Yes,No,No
14,42.08,589.12,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,No,No,No
28,37.38,1046.64,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,Yes,Female,0,No,No,Yes,Yes,Yes,Yes
32,85.57,2738.24,One year,Bank transfer,DSL,No,Yes,Yes,No,Yes,Male,0,No,Yes,Yes,Yes,No,Yes
26,104.8,2724.8,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,No,Yes
35,92.43,3235.05,Two year,Mailed check,Fiber optic,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,No,No,Yes
28,99.21,2777.88,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,Yes,Male,0,No,No,No,No phone service,Yes,Yes
37,60.48,2237.76,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,No,No
56,85.41,4782.96,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,No,Yes,Yes,Yes,No
26,55.42,1440.92,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,No,No
54,72.55,3917.7,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,No,No,Male,0,Yes,No,Yes,No,No,No
32,68.16,2181.12,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,Yes,No
67,37.69,2525.23,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,Yes,Female,0,No,Yes,Yes,Yes,No,No
65,58.71,3816.15,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,Yes,No
9,116.38,1047.42,One year,Credit card,Fiber optic,No,Yes,Yes,Yes,No,Female,0,No,No,Yes,No,Yes,No
4,44.86,179.44,Two year,Credit card,DSL,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,Yes,No,No
37,33.38,1235.06,One year,Bank transfer,DSL,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,Yes,Yes,No,No
12,61.86,742.32,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,No,Yes,No
30,99.03,2970.9,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,Yes,Female,0,Yes,No,Yes,Yes,Yes,Yes
46,78.21,3597.66,Two year,Bank transfer,DSL,No,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,Yes,No,No
51,88.1,4493.1,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,Yes,Female,0,No,Yes,Yes,Yes,No,Yes
55,38.97,2143.35,Two year,Bank transfer,DSL,No,No,Yes,No,No,Female,0,No,Yes,No,No phone service,No,No
14,81.89,1146.46,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,Yes,No
28,52.35,1465.8,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,No phone service,No,No
7,103.43,724.01,One year,Mailed check,DSL,No,No,No,Yes,No,Male,0,Yes,No,Yes,Yes,Yes,Yes
4,82.93,331.72,Two year,Mailed check,DSL,No,No,Yes,No,Yes,Female,0,No,Yes,No,No phone service,No,Yes
28,39.89,1116.92,Month-to-month,Credit card,DSL,No,No,No,Yes,Yes,Male,1,No,Yes,Yes,No,Yes,No
46,26.46,1217.16,One year,Electronic check,Fiber optic,Yes,No,No,Yes,No,Male,0,Yes,No,Yes,Yes,Yes,No
67,24.26,1625.42,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,Yes,Yes,No,No
44,57.14,2514.16,Month-to-month,Credit card,DSL,Yes,No,No,Yes,No,Male,0,No,Yes,Yes,Yes,Yes,No
1,46.59,46.59,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,Yes,No
26,84.61,2199.86,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,Yes,No
35,69.93,2447.55,Two year,Mailed check,Fiber optic,Yes,Yes,No,Yes,Yes,Male,0,No,Yes,Yes,No,Yes,No
35,46.6,1631.0,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,No,Yes,Yes
25,34.92,873.0,Month-to-month,Credit card,DSL,Yes,Yes,Yes,No,No,Female,1,Yes,No,Yes,No,No,No
42,32.72,1374.24,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,Yes,Male,0,Yes,No,No,No phone service,No,No
26,106.47,2768.22,Month-to-month,Credit card,Fiber optic,No,Yes,Yes,Yes,No,Male,0,No,Yes,Yes,No,Yes,Yes
68,44.35,3015.8,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,No,Female,0,No,No,No,No phone service,No,Yes
19,85.17,1618.23,One year,Credit card,DSL,No,Yes,No,Yes,No,Male,0,No,No,No,No phone service,Yes,Yes
10,101.07,1010.7,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,Yes,Female,0,No,No,Yes,No,Yes,Yes
37,81.41,3012.17,Two year,Electronic check,Fiber optic,Yes,Yes,No,No,No,Male,0,No,Yes,Yes,No,No,No
5,105.96,529.8,Two year,Mailed check,Fiber optic,No,Yes,No,Yes,No,Female,0,No,No,Yes,No,Yes,No
71,59.24,4206.04,One year,Mailed check,DSL,No,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,Yes,Yes,Yes
22,115.62,2543.64,Two year,Electronic check,DSL,No,Yes,Yes,No,No,Male,0,No,Yes,Yes,No,Yes,No
46,33.31,1532.26,One year,Credit card,DSL,No,No,Yes,No,No,Female,0,No,No,Yes,No,No,No
45,30.21,1359.45,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No,No,Female,1,No,Yes,Yes,No,No,Yes
11,85.87,944.57,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,No,Male,0,No,No,Yes,Yes,Yes,Yes
12,114.28,1371.36,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,No,Yes,No
61,100.89,6154.29,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,Yes,Yes,No
59,27.64,1630.76,Two year,Mailed check,DSL,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,Yes,Yes,Yes,No
42,47.94,2013.48,Month-to-month,Credit card,DSL,No,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,Yes,Yes,No
67,113.03,7573.01,Two year,Electronic check,Fiber optic,Yes,Yes,No,No,No,Female,0,No,No,Yes,Yes,No,No
4,45.31,181.24,One year,Bank transfer,DSL,Yes,Yes,No,No,Yes,Male,0,No,No,No,No phone service,No,Yes
36,98.12,3532.32,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,Yes,No,No
71,102.51,7278.21,Two year,Bank transfer,Fiber optic,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,Yes,No,No
30,69.55,2086.5,Month-to-month,Credit card,DSL,No,Yes,Yes,Yes,No,Male,0,No,Yes,Yes,No,Yes,No
8,58.63,469.04,Month-to-month,Credit card,DSL,No,No,Yes,Yes,No,Male,0,Yes,Yes,No,No phone service,Yes,Yes
50,65.01,3250.5,One year,Electronic check,DSL,No,No,No,Yes,Yes,Female,0,No,No,Yes,Yes,No,No
28,42.7,1195.6,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,Yes,Female,1,No,Yes,Yes,Yes,No,No
39,108.94,4248.66,One year,Bank transfer,DSL,No,Yes,No,No,Yes,Female,0,Yes,Yes,No,No phone service,Yes,Yes
40,65.06,2602.4,Month-to-month,Credit card,DSL,Yes,No,No,No,No,Female,1,No,Yes,Yes,Yes,No,Yes
10,108.25,1082.5,Month-to-month,Electronic check,DSL,No,Yes,Yes,Yes,No,Female,0,No,Yes,Yes,Yes,Yes,No
22,30.57,672.54,Two year,Bank transfer,Fiber optic,Yes,No,No,Yes,No,Female,0,No,No,Yes,No,Yes,No
0,118.83,0.0,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,No,Yes,No
45,64.33,2894.85,Month-to-month,Mailed check,Fiber optic,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,No,No,No
20,24.78,495.6,Month-to-month,Electronic check,DSL,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,No,No,Yes
35,23.8,833.0,Two year,Mailed check,DSL,Yes,No,Yes,No,Yes,Male,0,No,Yes,Yes,Yes,No,No
53,94.62,5014.86,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,No,No
56,85.9,4810.4,Month-to-month,Credit card,Fiber optic,No,Yes,No,Yes,No,Male,1,Yes,No,Yes,Yes,No,Yes
0,100.21,0.0,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,Yes,Yes
62,30.54,1893.48,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,No,No,No
53,23.56,1248.68,One year,Bank transfer,Fiber optic,Yes,Yes,No,No,Yes,Female,0,No,No,Yes,Yes,Yes,No
54,70.86,3826.44,One year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,Yes,Yes,No
39,58.76,2291.64,Month-to-month,Credit card,DSL,No,Yes,Yes,No,No,Female,0,Yes,No,Yes,No,Yes,No
14,66.19,926.66,One year,Mailed check,Fiber optic,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,No,No,No
20,119.16,2383.2,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,Yes,Male,0,No,No,Yes,No,No,Yes
46,117.07,5385.22,Two year,Mailed check,DSL,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,No,No,No
52,114.23,5939.96,Two year,Electronic check,DSL,No,Yes,Yes,Yes,Yes,Male,0,No,Yes,Yes,Yes,No,No
8,98.38,787.04,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,Male,1,No,Yes,Yes,No,No,Yes
51,55.48,2829.48,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,No,No
56,61.21,3427.76,One year,Mailed check,DSL,Yes,No,No,No,No,Female,0,Yes,Yes,Yes,Yes,No,No
25,74.96,1874.0,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,No,Female,0,Yes,No,Yes,Yes,No,Yes
40,103.05,4122.0,Month-to-month,Credit card,DSL,No,No,No,Yes,No,Female,1,No,Yes,Yes,Yes,Yes,No
34,26.87,913.58,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,Yes,Female,0,No,No,No,No phone service,No,No
62,62.43,3870.66,One year,Electronic check,DSL,Yes,Yes,Yes,No,No,Female,1,No,No,Yes,No,Yes,No
24,28.26,678.24,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,Yes,Yes,No,Yes,No
37,71.47,2644.39,One year,Bank transfer,DSL,Yes,Yes,No,Yes,Yes,Female,1,Yes,Yes,No,No phone service,Yes,No
1,109.89,109.89,Two year,Mailed check,DSL,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,Yes,Yes
6,98.25,589.5,One year,Credit card,Fiber optic,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,Yes,No,No
33,42.78,1411.74,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,No,No
16,117.6,1881.6,One year,Credit card,Fiber optic,No,No,Yes,No,Yes,Female,0,No,Yes,Yes,No,Yes,No
42,86.74,3643.08,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,No,Yes,No
58,21.04,1220.32,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,Yes,No
50,45.54,2277.0,One year,Credit card,DSL,Yes,No,No,Yes,No,Female,0,Yes,No,Yes,No,No,No
53,46.07,2441.71,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,Yes,Yes,Yes
23,26.93,619.39,One year,Bank transfer,DSL,Yes,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,No,Yes,No
24,115.98,2783.52,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,No phone service,No,Yes
70,67.83,4748.1,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,No,No,Female,0,No,No,Yes,Yes,Yes,Yes
51,109.58,5588.58,One year,Mailed check,DSL,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,No,No,No
69,52.22,3603.18,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,No,No
32,32.52,1040.64,Month-to-month,Mailed check,DSL,Yes,No,No,Yes,Yes,Male,1,Yes,Yes,Yes,Yes,Yes,No
48,67.43,3236.64,Month-to-month,Credit card,DSL,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,No,Yes,Yes
28,31.4,879.2,Two year,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,Yes,Yes,No
62,68.6,4253.2,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes,No,No,Yes
21,112.03,2352.63,Two year,Credit card,Fiber optic,Yes,Yes,Yes,No,No,Female,0,No,Yes,Yes,Yes,No,Yes
25,72.08,1802.0,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,Yes,No,Yes
27,81.65,2204.55,Two year,Mailed check,DSL,Yes,No,No,No,Yes,Female,0,No,Yes,Yes,Yes,Yes,No
48,35.66,1711.68,Two year,Mailed check,DSL,No,Yes,No,No,Yes,Male,0,Yes,No,No,No phone service,Yes,No
70,24.37,1705.9,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,No,No phone service,Yes,No
48,31.08,1491.84,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,Yes,No,Female,0,Yes,No,Yes,No,Yes,No
19,79.85,1517.15,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,No,Yes,Yes
62,29.5,1829.0,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,Yes,No
60,57.6,3456.0,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,No,No
48,75.01,3600.48,Month-to-month,Mailed check,DSL,Yes,No,No,Yes,No,Male,0,Yes,Yes,No,No phone service,No,No
70,58.87,4120.9,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,No,No,No
0,36.37,0.0,Month-to-month,Credit card,DSL,No,No,No,No,No,Male,0,Yes,Yes,Yes,No,Yes,No
12,47.38,568.56,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,No,Male,1,Yes,Yes,No,No phone service,No,Yes
50,112.83,5641.5,One year,Credit card,Fiber optic,No,Yes,No,No,No,Female,0,No,Yes,Yes,Yes,No,No
55,87.6,4818.0,Two year,Mailed check,DSL,Yes,No,No,No,Yes,Male,0,No,Yes,Yes,No,No,Yes
61,69.6,4245.6,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,Yes,Male,1,No,No,Yes,Yes,Yes,Yes
31,21.27,659.37,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,Yes,Yes
29,119.24,3457.96,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,No,Female,0,No,No,Yes,Yes,No,No
28,87.15,2440.2,One year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,No,Male,1,No,No,Yes,No,Yes,No
48,51.69,2481.12,Two year,Mailed check,DSL,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,No,Yes,No
44,107.93,4748.92,Two year,Bank transfer,DSL,No,No,Yes,No,No,Male,0,Yes,No,Yes,Yes,Yes,No
29,45.84,1329.36,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,Yes,No
15,74.4,1116.0,Month-to-month,Electronic check,DSL,No,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,No,No,No
39,83.61,3260.79,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,Yes,Yes,No
18,42.11,757.98,One year,Mailed check,DSL,No,No,Yes,Yes,Yes,Female,1,No,No,Yes,No,No,No
17,117.84,2003.28,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,Yes,No,No
0,94.82,0.0,Two year,Credit card,DSL,No,No,No,No,No,Female,0,No,Yes,Yes,No,Yes,Yes
46,75.78,3485.88,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,No,Yes,No
65,38.06,2473.9,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,Yes,No
37,25.39,939.43,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,No,Male,0,Yes,No,Yes,No,No,Yes
50,52.01,2600.5,Month-to-month,Mailed check,DSL,Yes,Yes,No,No,Yes,Female,0,No,No,Yes,No,No,Yes
62,95.32,5909.84,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,No,Yes
3,46.93,140.79,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,No,No,Yes
0,73.96,0.0,Month-to-month,Credit card,DSL,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,No,No,Yes
7,92.79,649.53,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,Yes,Male,1,No,No,Yes,Yes,No,No
28,30.79,862.12,One year,Mailed check,DSL,No,No,No,No,Yes,Female,1,Yes,Yes,Yes,Yes,No,No
54,88.53,4780.62,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,Yes,Yes,No
2,29.19,58.38,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,No,No,No
31,116.51,3611.81,Two year,Electronic check,DSL,Yes,No,Yes,No,No,Female,0,Yes,No,No,No phone service,No,No
9,68.84,619.56,One year,Bank transfer,Fiber optic,No,No,No,Yes,No,Female,0,Yes,No,Yes,No,No,No
33,35.07,1157.31,Month-to-month,Bank transfer,DSL,Yes,No,Yes,Yes,Yes,Female,0,No,Yes,Yes,Yes,No,No
54,54.24,2928.96,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,Yes,No
31,61.34,1901.54,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,No,No
49,95.82,4695.18,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,Yes,No,No
